v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,,,
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,,,
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,,,
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",,,
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",,,
ham,Have you laid your airtel line to rest?,,,
ham,K sure am in my relatives home. Sms me de. Pls:-),,,
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,,,
ham,Did u got that persons story,,,
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",,,
ham,I wont do anything de.,,,
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,,,
ham,He didn't see his shadow. We get an early spring yay,,,
ham,Dear where you. Call me,,,
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",,,
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",,,
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",,,
ham,Ok lor.,,,
ham,No probs hon! How u doinat the mo?,,,
ham,What you thinked about me. First time you saw me in class.,,,
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,,,
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,,,
ham,U dun say so early hor... U c already then say...,,,
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\""""",,,
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,,,
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",,,
ham,S..antha num corrct dane,,,
ham,"Goodnight, sleep well da please take care pa. Please.",,,
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",,,
ham,Then wat r u doing now? Busy wif work?,,,
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,,,
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",,,
ham,Yes i have. So that's why u texted. Pshew...missing you so much,,,
ham,when you and derek done with class?,,,
ham,"U so lousy, run already come back then half dead... Hee...",,,
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,,,
ham,What is your record for one night? :),,,
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,,,
ham,Well. You know what i mean. Texting,,,
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,,,
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",,,
ham,That's the way you should stay oh.,,,
ham,Thats cool princess! I will cover your face in hot sticky cum :),,,
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,,,
ham,I am on the way to ur home,,,
ham,"Yes, my reg is  Ciao!",,,
ham,Hi. I'm always online on yahoo and would like to chat with you someday,,,
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",,,
ham,Mm you ask him to come its enough :-),,,
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,,,
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",,,
ham,Sen told that he is going to join his uncle finance in cbe,,,
ham,I'm fine. Hope you are good. Do take care.,,,
spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",,,
ham,Kay... Since we are out already ,,,
ham,Sry da..jst nw only i came to home..,,,
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,,,
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,,,
ham,Ok then no need to tell me anything i am going to sleep good night,,,
ham,You could have seen me..i did't recognise you Face.:),,,
ham,Enjoy ur life. . Good night,,,
ham,Hmm .. Bits and pieces lol ... *sighs* ...,,,
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,,,
ham,Customer place i will call you.,,,
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,,,
ham,Want to send me a virtual hug?... I need one,,,
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",,,
ham,Was actually about to send you a reminder today. Have a wonderful weekend,,,
ham,Oooh I got plenty of those!,,,
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",,,
ham,If u dun drive then how i go 2 sch.,,,
ham,Yes princess! I want to please you every night. Your wish is my command...,,,
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",,,
ham,ÌÏ predict wat time Ì_'ll finish buying?,,,
ham,Whos this am in class:-),,,
ham,Lol boo I was hoping for a laugh,,,
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,,,
ham,Keep my payasam there if rinu brings,,,
ham,Super msg da:)nalla timing.,,,
ham,You can never do NOTHING,,,
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,,,
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,,,
ham,Sounds like something that someone testing me would sayy,,,
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,,,
ham,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS," HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX\""""",,
ham,"Haven't seen my facebook, huh? Lol!",,,
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,,,
ham,A guy who gets used but is too dumb to realize it.,,,
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,,,
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",,,
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,,,
ham,Lovely smell on this bus and it ain't tobacco... ,,,
ham,PS U no ur a grown up now right?,,,
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",,,
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",,,
ham,Well good morning mr . Hows london treatin' ya treacle?,,,
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",,,
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,,,
ham,Went to pay rent. So i had to go to the bank to authorise the payment.,,,
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",,,
ham,Am going to take bath ill place the key in window:-),,,
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",,,
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.,,,
ham,Is it your yahoo boys that bring in the perf? Or legal.,,,
ham,"The table's occupied, I'm waiting by the tree",,,
ham,Shhhhh nobody is supposed to know!,,,
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,,,
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,,,
ham,Still otside le..u come 2morrow maga..,,,
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,,,
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",,,
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,,,
ham,Hey r Ì_ still online? I've finished the formatting...,,,
ham,Aah bless! How's your arm?,,,
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",,,
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,,,
ham,What was she looking for?,,,
ham,I've reached already.,,,
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,,,
ham,Cause I'm not freaky lol,,,
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,,,
ham,Come to medical college at 7pm ......forward it da,,,
ham,Just finished eating. Got u a plate. NOT leftovers this time.,,,
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",,,
ham,U should make a fb list,,,
ham,Senthil group company Apnt 5pm.,,,
ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,,,
ham,I like dis sweater fr mango but no more my size already so irritating.,,,
ham,I can't describe how lucky you are that I'm actually awake by noon,,,
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,,,
ham,"Nothing really, just making sure everybody's up to speed",,,
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,,,
ham,ÌÏ dun wan to watch infernal affair?,,,
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.,,,
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,,,
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,,,
ham,Yes :)it completely in out of form:)clark also utter waste.,,,
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,,,
ham,ÌÏ go home liao? Ask dad to pick me up at 6...,,,
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february"," I'll come up""",,
ham,So when do you wanna gym?,,,
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",,,
ham,The battery is for mr adewale my uncle. Aka Egbon,,,
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",,,
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,,,
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,,,
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",,,
ham,Jus finish bathing...,,,
ham,"Probably gonna be here for a while, see you later tonight &lt;)",,,
